[barrnap] Found: 23S_rRNA s15.ctg000027c L=2832/3232 1856143..1858974 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.16
[barrnap] Found: 23S_rRNA s15.ctg000027c L=2832/3232 732923..735754 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.16
[barrnap] Found: 5S_rRNA s15.ctg000027c L=103/119 322718..322820 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.16
[barrnap] Found: 5S_rRNA s15.ctg000027c L=103/119 735815..735917 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.16
[barrnap] Found: 5S_rRNA s15.ctg000027c L=103/119 1855980..1856082 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.16
[barrnap] Found: 16S_rRNA s32.ctg000069c L=1524/1585 174226..175749 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 16S_rRNA s32.ctg000069c L=1524/1585 255672..257195 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 16S_rRNA s32.ctg000069c L=1524/1585 465058..466581 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 16S_rRNA s32.ctg000069c L=1524/1585 2000152..2001675 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 16S_rRNA s32.ctg000069c L=1524/1585 2005577..2007100 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 23S_rRNA s32.ctg000069c L=2909/3232 466876..469784 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 23S_rRNA s32.ctg000069c L=2909/3232 1996949..1999857 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 23S_rRNA s32.ctg000069c L=2909/3232 2002374..2005282 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 23S_rRNA s32.ctg000069c L=2909/3232 176044..178952 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 23S_rRNA s32.ctg000069c L=2909/3232 257490..260398 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 5S_rRNA s32.ctg000069c L=87/119 179060..179146 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 5S_rRNA s32.ctg000069c L=87/119 260506..260592 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 5S_rRNA s32.ctg000069c L=87/119 469892..469978 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 5S_rRNA s32.ctg000069c L=87/119 1996755..1996841 - 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 5S_rRNA s32.ctg000069c L=87/119 2002180..2002266 - 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.40
[barrnap] Found: 16S_rRNA s40.ctg000087l L=1528/1585 848545..850072 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 16S_rRNA s40.ctg000087l L=1528/1585 4089043..4090570 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 23S_rRNA s40.ctg000087l L=2835/3232 845160..847994 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 23S_rRNA s40.ctg000087l L=2835/3232 4085658..4088492 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 5S_rRNA s40.ctg000087l L=106/119 4085252..4085357 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 5S_rRNA s40.ctg000087l L=107/119 844898..845004 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.49
[barrnap] Found: 16S_rRNA s0.ctg000010l L=1529/1585 3101992..3103520 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 16S_rRNA s0.ctg000010l L=1529/1585 474974..476502 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 16S_rRNA s0.ctg000010l L=1529/1585 124748..126276 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 16S_rRNA s0.ctg000010l L=1529/1585 685449..686977 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 23S_rRNA s0.ctg000010l L=2888/3232 3104046..3106933 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 23S_rRNA s0.ctg000010l L=2888/3232 477031..479918 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 23S_rRNA s0.ctg000010l L=2888/3232 687494..690381 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 23S_rRNA s0.ctg000010l L=2888/3232 126793..129680 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 5S_rRNA s0.ctg000010l L=87/119 129912..129998 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 5S_rRNA s0.ctg000010l L=87/119 480150..480236 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 5S_rRNA s0.ctg000010l L=87/119 690618..690704 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 5S_rRNA s0.ctg000010l L=87/119 3107165..3107251 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_complete.5
[barrnap] Found: 16S_rRNA s41.ctg000090l L=1516/1585 984291..985806 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 16S_rRNA s41.ctg000090l L=1516/1585 1309738..1311253 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 23S_rRNA s41.ctg000090l L=2879/3232 986187..989065 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 23S_rRNA s41.ctg000090l L=2879/3232 1311698..1314576 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 5S_rRNA s41.ctg000090l L=112/119 989147..989258 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 5S_rRNA s41.ctg000090l L=112/119 1314658..1314769 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.52
[barrnap] Found: 16S_rRNA s66.ctg000139l L=1527/1585 1505192..1506718 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 16S_rRNA s66.ctg000139l L=1527/1585 562774..564300 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 16S_rRNA s66.ctg000139l L=1527/1585 1086373..1087899 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 23S_rRNA s66.ctg000139l L=2842/3232 559270..562111 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 23S_rRNA s66.ctg000139l L=2842/3232 1507384..1510225 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 23S_rRNA s66.ctg000139l L=2842/3232 1082866..1085707 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 5S_rRNA s66.ctg000139l L=109/119 1082286..1082394 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 5S_rRNA s66.ctg000139l L=108/119 1510698..1510805 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 5S_rRNA s66.ctg000139l L=108/119 558690..558797 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.76
[barrnap] Found: 16S_rRNA s0.ctg000187l L=1526/1585 3200514..3202039 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 16S_rRNA s0.ctg000187l L=1526/1585 799764..801289 + 16S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 16S_rRNA s0.ctg000187l L=1526/1585 2843580..2845105 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 16S_rRNA s0.ctg000187l L=1526/1585 2246022..2247547 - 16S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 23S_rRNA s0.ctg000187l L=2879/3232 2242858..2245736 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 23S_rRNA s0.ctg000187l L=2878/3232 801527..804404 + 23S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 23S_rRNA s0.ctg000187l L=2879/3232 2840426..2843304 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 23S_rRNA s0.ctg000187l L=2879/3232 3197350..3200228 - 23S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 5S_rRNA s0.ctg000187l L=103/119 804505..804607 + 5S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 5S_rRNA s0.ctg000187l L=103/119 2242650..2242752 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 5S_rRNA s0.ctg000187l L=103/119 2840222..2840324 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 5S_rRNA s0.ctg000187l L=103/119 3197142..3197244 - 5S ribosomal RNA	C04M3_hifiasm_r63_complete.94
[barrnap] Found: 16S_rRNA s9.ctg000072l L=1533/1585 1310113..1311645 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 16S_rRNA s9.ctg000246l L=1533/1585 119543..121075 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 16S_rRNA s9.ctg000246l L=1533/1585 1961796..1963328 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 16S_rRNA s9.ctg000072l L=1451/1585 795229..796679 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 23S_rRNA s9.ctg000246l L=2883/3232 115761..118643 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 23S_rRNA s9.ctg000072l L=2883/3232 1306741..1309623 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 23S_rRNA s9.ctg000072l L=2883/3232 791343..794225 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 23S_rRNA s9.ctg000246l L=2883/3232 1963824..1966706 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.102
[barrnap] Found: 16S_rRNA s250.ctg000385l L=1521/1585 653788..655308 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 16S_rRNA s938.ctg001153l L=1521/1585 78097..79617 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 23S_rRNA s250.ctg000385l L=2903/3232 655520..658422 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 23S_rRNA s938.ctg001153l L=2903/3232 74983..77885 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 5S_rRNA s250.ctg000385l L=71/119 658486..658556 + 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 5S_rRNA s938.ctg001153l L=71/119 74849..74919 - 5S ribosomal RNA (partial)	C04M3_hifiasm_r63_metabat2.104
[barrnap] Found: 16S_rRNA s9.ctg000067l L=1536/1585 1845972..1847507 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 16S_rRNA s9.ctg000067l L=1536/1585 661823..663358 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 16S_rRNA s9.ctg000042l L=1518/1585 1311341..1312858 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 16S_rRNA s9.ctg000042l L=1518/1585 1031092..1032609 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 16S_rRNA s9.ctg000067l L=1518/1585 405212..406729 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 23S_rRNA s9.ctg000067l L=2886/3232 407285..410170 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 23S_rRNA s9.ctg000042l L=2886/3232 1033122..1036007 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 23S_rRNA s9.ctg000067l L=2886/3232 664112..666997 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 23S_rRNA s9.ctg000042l L=2886/3232 1313386..1316271 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 23S_rRNA s9.ctg000067l L=2885/3232 1842333..1845217 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.127
[barrnap] Found: 16S_rRNA s262.ctg000399l L=1526/1585 4541..6066 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 16S_rRNA s0.ctg000163l L=1526/1585 806672..808197 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 16S_rRNA s262.ctg000399l L=1526/1585 302020..303545 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 16S_rRNA s0.ctg000305l L=1526/1585 1055403..1056928 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 23S_rRNA s0.ctg000305l L=2878/3232 1052225..1055102 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 23S_rRNA s0.ctg000163l L=2878/3232 808457..811334 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 23S_rRNA s262.ctg000399l L=2879/3232 6367..9245 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 23S_rRNA s262.ctg000399l L=2879/3232 303844..306722 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 5S_rRNA s0.ctg000305l L=101/119 1051994..1052094 - 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 5S_rRNA s262.ctg000399l L=101/119 9376..9476 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 5S_rRNA s0.ctg000163l L=101/119 811465..811565 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 5S_rRNA s262.ctg000399l L=101/119 306853..306953 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.138
[barrnap] Found: 16S_rRNA s9.ctg000109l L=1532/1585 776900..778431 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 16S_rRNA s9.ctg000109l L=1532/1585 2409448..2410979 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 16S_rRNA s9.ctg000109l L=1532/1585 2566424..2567955 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 16S_rRNA s9.ctg000109l L=1532/1585 1864047..1865578 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 23S_rRNA s9.ctg000109l L=2881/3232 773197..776077 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 23S_rRNA s9.ctg000109l L=2882/3232 1860277..1863158 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 23S_rRNA s9.ctg000109l L=2882/3232 2405651..2408532 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 23S_rRNA s9.ctg000109l L=2881/3232 2562861..2565741 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.148
[barrnap] Found: 16S_rRNA s90.ctg000170l L=1532/1585 321096..322627 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 16S_rRNA s90.ctg000170l L=1532/1585 1380057..1381588 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 16S_rRNA s56.ctg000115l L=1532/1585 298769..300300 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 16S_rRNA s56.ctg000115l L=1532/1585 366599..368130 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 23S_rRNA s90.ctg000170l L=2880/3232 1381977..1384856 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 23S_rRNA s56.ctg000115l L=2880/3232 300633..303512 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 23S_rRNA s56.ctg000115l L=2880/3232 368549..371428 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 23S_rRNA s90.ctg000170l L=2880/3232 317799..320678 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 5S_rRNA s90.ctg000170l L=97/119 317389..317485 - 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 5S_rRNA s56.ctg000115l L=97/119 303771..303867 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 5S_rRNA s56.ctg000115l L=97/119 371687..371783 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 5S_rRNA s90.ctg000170l L=97/119 1385115..1385211 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.155
[barrnap] Found: 16S_rRNA s155.ctg000261l L=1519/1585 971198..972716 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 16S_rRNA s9.ctg000120l L=1519/1585 517748..519266 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 16S_rRNA s9.ctg000120l L=1519/1585 316562..318080 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 23S_rRNA s9.ctg000120l L=2896/3232 519921..522816 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 23S_rRNA s9.ctg000120l L=2896/3232 318692..321587 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 23S_rRNA s155.ctg000261l L=2896/3232 967505..970400 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.158
[barrnap] Found: 16S_rRNA s0.ctg000132l L=1534/1585 487931..489464 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 16S_rRNA s0.ctg000322l L=1534/1585 119725..121258 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 16S_rRNA s0.ctg000322l L=1534/1585 607538..609071 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 16S_rRNA s0.ctg000322l L=1534/1585 981302..982835 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 23S_rRNA s0.ctg000322l L=2879/3232 983181..986059 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 23S_rRNA s0.ctg000322l L=2879/3232 609417..612295 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 23S_rRNA s0.ctg000132l L=2879/3232 489827..492705 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 23S_rRNA s0.ctg000322l L=2879/3232 121620..124498 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 5S_rRNA s0.ctg000132l L=95/119 492892..492986 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 5S_rRNA s0.ctg000322l L=95/119 124685..124779 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 5S_rRNA s0.ctg000322l L=95/119 612482..612576 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 5S_rRNA s0.ctg000322l L=95/119 986245..986339 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.167
[barrnap] Found: 16S_rRNA s87.ctg000167l L=1508/1585 1935129..1936636 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 16S_rRNA s87.ctg000167l L=1508/1585 1970301..1971808 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 23S_rRNA s87.ctg000167l L=2891/3232 1892808..1895698 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 23S_rRNA s87.ctg000167l L=2891/3232 1972154..1975044 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 23S_rRNA s789.ctg000995l L=1198/3232 62652..63849 - 23S ribosomal RNA (partial)	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 5S_rRNA s789.ctg000995l L=112/119 62434..62545 - 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 5S_rRNA s87.ctg000167l L=112/119 1895804..1895915 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 5S_rRNA s87.ctg000167l L=112/119 1975150..1975261 + 5S ribosomal RNA	C04M3_hifiasm_r63_metabat2.183
[barrnap] Found: 16S_rRNA s9.ctg000490l L=1524/1585 259596..261119 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 16S_rRNA s129.ctg000218l L=1523/1585 627799..629321 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 16S_rRNA s129.ctg000218l L=1523/1585 478758..480280 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 16S_rRNA s9.ctg000272l L=1523/1585 664016..665538 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 16S_rRNA s129.ctg000218l L=1523/1585 2096371..2097893 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 23S_rRNA s129.ctg000218l L=2883/3232 629847..632729 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 23S_rRNA s9.ctg000272l L=2883/3232 660688..663570 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 23S_rRNA s129.ctg000218l L=2883/3232 2098464..2101346 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 23S_rRNA s9.ctg000490l L=2883/3232 256145..259027 - 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 23S_rRNA s129.ctg000218l L=2883/3232 480726..483608 + 23S ribosomal RNA	C04M3_hifiasm_r63_metabat2.196
[barrnap] Found: 16S_rRNA s9.ctg000089l L=1531/1585 1488437..1489967 - 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.23
[barrnap] Found: 16S_rRNA s9.ctg000089l L=1531/1585 211864..213394 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.23
[barrnap] Found: 16S_rRNA s9.ctg000089l L=1531/1585 2578118..2579648 + 16S ribosomal RNA	C04M3_hifiasm_r63_metabat2.23
